WKT;fid;PG;GKZ;PLZ;Adresse Ge;Lat;Lon;PG_1;GKZ_1;Gemeinde;layer;path;fid_2;id;name;osm_id;node_type;voltage_11;voltage_22;voltage_38;distance
MULTILINESTRING ((569226.130972178 5191847.08831403,568691.848994052 5190227.67857813));14;Bad Gleichenberg;62375;8343;Kaiser-Franz-Josef-Stra�e 1 top 1;46.876.557.099.999.900;15.908.475.899.999.900;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;480;355;UW Merkendorf;;9201;y;n;n;1705,27
MULTILINESTRING ((399410.496211719 5317859.73544415,399939.018693662 5316241.99913378));399;Vöcklabruck;41746;4840;Klosterstra�e 9;48.006.114.300.000.000;13.651.361.700.000.000;Ungenach;41744;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;396;20;UW Voecklabruck;;9116;y;n;n;1701,88
MULTILINESTRING ((363646.637072386 5348650.3672771,363691.324186826 5350347.24411254));192;Mitterkirchen im Machland;41112;4962;Hofmark 19;48.276.366.600.000.000;13.162.224.399.999.900;Michaelnbach;40815;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;22;47;WKW Ering-Frauenstein;;4110;y;n;n;1697,47
MULTILINESTRING ((362797.661195187 5331042.59513593,361132.050692306 5331367.48826982));342;St. Marien;41020;5231;Hauptstra�e 3 a;48.117.850.599.999.900;13.156.478.999.999.900;St. Johann am Walde;40436;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;414;38;UW Mattighofen;;9134;y;n;n;1697
MULTILINESTRING ((635276.788205096 5342881.84476466,633597.229958242 5342646.76177148));269;Lassee;30830;2291;Obere Hauptstra�e 4;48.224.725.599.999.900;16.821.429.500.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;259;310;UW Lassee;;4033;y;n;n;1695,93
MULTILINESTRING ((542269.169889343 5184729.4263107,542689.74289373 5183089.11057552));64;Gratkorn;60613;8431;Schulstra�e 7;46.814.769.050.000.000;15.554.074.750.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;455;367;UW Leibnitz;;9176;y;n;n;1693,37
MULTILINESTRING ((641733.972834405 5332942.19445771,642815.964020074 5331643.51014382));32;Bad Deutsch-Altenburg;30702;2405;Erhardgasse 2;48.133.939.200.000.000;16.905.007.800.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;348;311;UW Deutsch-Altenburg;;9067;y;n;n;1690,35
MULTILINESTRING ((290898.853402092 5278949.59384169,289765.519275004 5280197.90082762));34;Ebbs;70508;6341;Kaiserbergstra�e 7;47.630.163.400.000.000;12.216.601.799.999.900;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;178;767;WKW Oberaufdorf-Ebbs;;4268;y;n;n;1686,04
MULTILINESTRING ((625683.629522803 5358405.35469179,625445.35619171 5356741.07973323));441;Sieghartskirchen;32131;2241;Schulstra�e 2;48.366.298.499.999.900;16.696.944.700.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;139;285;UW Schoenkirchen;;4229;y;n;n;1681,25
MULTILINESTRING ((506536.538084136 5308357.39592079,507239.807880353 5309882.31953767));116;Gaming;32001;3292;Im Markt 1�3;47.928.503.100.000.000;15.087.505.600.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;274;103;UW Gaming;;4047;y;n;n;1679,28
MULTILINESTRING ((1062779.2026312 5326752.45192685,1064446.64622749 5326573.72497011));23;Eisenstadt;10101;7000;Hauptstraï¿½e 35;4.784.687.705;165.243.550.267.098;;;;;;148;262;UW Eisenstadt;;4238;y;n;n;1676,99
MULTILINESTRING ((412226.586397364 5319612.91345946,410677.678951689 5318981.43938393));292;Roßleithen;40915;4661;Gemeindeplatz 9;48.023.773.200.000.000;13.822.792.200.000.000;Rohr im Kremstal;41513;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;405;27;UW Traunfall;;9125;y;n;n;1672,68
MULTILINESTRING ((114797.507829637 5263590.35902149,113527.546533341 5262501.80186243));3;;80202;6866;Hof 351;47.411.873.600.000.000;9.893.312.204.000.000;;;Andelsbuch;vorarlberg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=vorarlberg-gemeinden-repro;530;592;UW Andelsbuch;;9253;y;n;n;1672,65
MULTILINESTRING ((441009.987045403 5320520.55034439,440839.446802355 5322181.46107906));34;Bad Hall;41503;4540;Hauptplatz 5;48.035.245.600.000.000;14.208.659.700.000.000;Aurolzmünster;41203;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;229;723;UW Bad Hall;;4004;y;n;n;1669,64
MULTILINESTRING ((628621.521130138 5369418.14882261,630242.327770176 5369809.45817321));470;St. Valentin;30531;2244;Hauptplatz 18;48.464.737.999.999.900;16.739.969.410.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;237;282;UW Spannberg;;4011;y;n;n;1667,37
MULTILINESTRING ((432412.985497916 5261719.17676692,432756.569712602 5260091.78554152));94;Judenburg;62040;8953;Trautenfelserstra�e 200;47.505.390.800.000.000;14.102.495.110.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;462;728;UW Irdning;;9183;y;n;n;1663,27
MULTILINESTRING ((1055921.15854929 5237832.64699018,1055281.64111011 5239361.0950012));36;Güssing;10405;7540;Hauptplatz 7;470.593.598;163.218.566;;;;;;234;737;UW Guessing;;4008;y;n;n;1656,85
MULTILINESTRING ((395848.511669317 5314220.38036708,397022.323991655 5315382.17462644));167;Leonding;41012;4860;Hauptplatz 4;47.972.809.499.999.900;13.604.502.300.000.000;Laussa;41508;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;429;18;UW Lenzing;;9149;y;n;n;1651,55
MULTILINESTRING ((525391.048859575 5198922.65912713,526320.750859506 5200285.68653096));123;Lebring-Sankt Margarethen;61021;8502;Hauptplatz 1;46.943.348.299.999.900;15.333.627.999.999.900;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;269;348;UW Liebach;;4042;y;n;n;1649,91
MULTILINESTRING ((464118.520340053 5343219.63295083,465766.189626507 5343162.47593214));184;Mayrhof;41412;4310;Marktplatz 7;48.241.178.249.999.900;14.516.728.600.000.000;Maria Schmolln;40420;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;421;682;UW Mauthausen;;9141;y;n;n;1648,66
MULTILINESTRING ((526146.246707548 5227885.361911,524507.123494722 5227990.98475124));162;Pernegg an der Mur;62125;8120;Grazer Stra�e 20;47.203.939.400.000.000;15.345.229.809.999.900;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;271;241;UW Deutschfeistritz;;4044;y;n;n;1642,52
MULTILINESTRING ((331226.145690797 5187257.18439945,332683.413199133 5187998.68004838));247;Tristach;70732;9907;Dorfstra�e 37;46.817.469.799.999.900;12.787.527.700.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;171;400;UW Lienz;;4261;y;y;y;1635,07
MULTILINESTRING ((416760.898726154 5327452.95431338,418101.396326315 5328385.23181203));160;Lambrechten;41212;4650;Marktgemeinde Lambach;48.094.904.360.000.000;13.882.067.630.000.000;Krenglbach;41810;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;399;25;UW Lambach;;9119;y;y;n;1632,81
MULTILINESTRING ((526470.463604901 5220248.38035954,524889.440420248 5219854.47576211));65;Gratwein-Straßengel;60664;8101;Dr.-Karl-Renner-Stra�e 47;47.135.206.349.999.900;15.349.060.100.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;168;237;UW Gratkorn;;4258;y;n;n;1629,35
MULTILINESTRING ((571578.555621383 5279931.07442802,570049.319315381 5279375.75978274));94;Enzenreith;31808;2632;Enzenreitherstra�e 100;47.668.808.800.000.000;15.953.473.400.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;372;168;UW Hart;;9091;y;n;n;1626,94
MULTILINESTRING ((225666.487065232 5236757.61234845,226955.800476748 5237741.1330419));142;Mutters;70331;6162;Schulgasse 4;47.226.952.099.999.900;11.376.003.700.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;519;599;UW Vill;;9241;y;y;n;1621,62
MULTILINESTRING ((600906.886309168 5354036.74852383,599292.982268468 5353929.33227447));50;Bisamberg;31201;2102;Hauptstra�e 2;48.331.454.600.000.000;16.361.479.299.999.900;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;136;329;WKW Korneuburg;;4226;y;n;n;1617,47
MULTILINESTRING ((370049.99046276 5340182.10220541,371561.598019558 5339624.62928914));289;Rohr im Kremstal;41513;5273;Ro�bach 14;48.201.561.400.000.000;13.251.084.499.999.900;Ried im Traunkreis;40913;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;252;37;UW Rossbach;;4026;y;n;n;1611,13
MULTILINESTRING ((582788.419433033 5284814.4090695,582774.758316227 5286420.49412867));325;Natschbach-Loipersbach;31817;2620;Loipersbacher Str. 20;47.711.401.400.000.000;16.103.696.100.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;377;163;UW Hohe Wand;;9096;y;n;n;1606,14
MULTILINESTRING ((278395.967774206 5267984.85825343,279860.344962419 5267328.82885067));130;Mariastein;70516;6324;Mariastein 29;47.527.478.590.000.000;12.055.926.840.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;183;621;UW Kirchbichl;;4273;y;y;n;1604,61
MULTILINESTRING ((644364.553459011 5331261.68310271,642815.964020074 5331643.51014382));217;Hürm;31513;2405;Gemeindestra�e 42;48.118.237.000.000.000;16.939.774.600.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;348;311;UW Deutsch-Altenburg;;9067;y;n;n;1594,97
MULTILINESTRING ((287070.698325508 5273819.92933074,285522.382839546 5273442.32718261));117;Kufstein;70513;6330;Unterer Stadtplatz 22;47.582.817.100.000.000;12.168.199.200.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;496;633;UW Kufstein;;9217;y;n;n;1593,7
MULTILINESTRING ((1038644.9078872 5268645.75109348,1037781.3321486 5269983.6786593));121;Riedlingsdorf;10920;7422;Obere Hauptstraï¿½e 1;47.348.775;161.331.178;;;;;;290;761;UW Pinkafeld;;9008;y;n;n;1592,42
MULTILINESTRING ((478862.940820957 5334910.49177499,477308.846982841 5334571.61046661));519;Wallsee-Sindelburg;30538;3313;Marktplatz 2;48.167.086.099.999.900;14.715.725.050.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;188;87;UW Wallsee;;4278;y;y;n;1590,61
MULTILINESTRING ((329209.750448001 5186921.30888366,328301.854344279 5185617.1748826));7;Amlach;70703;9908;Lindenstra�e 4;46.813.935.700.000.000;12.761.240.500.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;64;405;KW Amlach;;4154;y;n;n;1589,04
MULTILINESTRING ((409091.009035395 5318958.80889523,410677.678951689 5318981.43938393));48;Diersbach;41404;4693;Desselbrunn 37;48.017.450.879.999.900;13.780.886.610.000.000;Brunnenthal;41403;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;405;27;UW Traunfall;;9125;y;n;n;1586,83
MULTILINESTRING ((97228.9210687329 5266320.16708812,98500.9009050826 5267268.49985964));55;;80303;6890;Rathausstra�e 1;47.425.736.499.999.900;9.658.940.640.000.000;;;Lustenau;vorarlberg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=vorarlberg-gemeinden-repro;533;582;UW Lustenau;;9256;y;n;n;1586,59
MULTILINESTRING ((566580.825209171 5364948.45112322,565170.277753995 5364227.99959129));235;Kirchberg am Wagram;32114;3470;Marktplatz 6;48.434.159.899.999.900;15.900.141.000.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;280;73;UW Kirchberg;;4052;y;n;n;1583,89
MULTILINESTRING ((508661.54065517 5211293.30194778,510237.816621877 5211363.82796018));186;Rottenmann;61263;8582;Hauptstra�e 85;47.055.098.100.000.000;15.114.046.600.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;88;347;UW Baernbach;;4178;y;n;n;1577,85
MULTILINESTRING ((406717.098759921 5370330.40451012,407788.653329209 5371485.0810394));299;Sattledt;41817;4725;St. Aegidi 10;48.479.177.200.000.000;13.737.738.100.000.000;Rüstorf;41732;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;109;702;KW Ranna;;4199;y;n;n;1575,28
MULTILINESTRING ((352874.095686409 5288973.64667131,352858.48732287 5290543.88094673));5;Annaberg-Lungötz;50203;5083;Dr.-Richard-Hartmann-Straße 1;47.737.351.799.999.900;13.037.587.700.000.000;;;;salzburg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=salzburg-gemeinden-repro;115;760;Eichet;;4205;y;n;n;1570,31
MULTILINESTRING ((550000.08574518 5369000.33686558,551221.968967541 5369974.09897418));263;Langenlois;31322;3550;Rathausstra�e 2;48.472.145.099.999.900;15.676.480.300.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;346;131;UW Langenlois;;9065;y;n;n;1562,44
MULTILINESTRING ((486816.148765903 5302644.44513656,487297.537115288 5304127.13721427));345;Opponitz;30524;3341;Hauslehen 21;47.876.999.699.999.900;14.823.680.800.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;127;102;WKW Opponitz;;4217;y;n;n;1558,88
MULTILINESTRING ((159539.150433969 5229431.80675966,158561.541079526 5228222.46613413));170;Pians;70618;6551;Hnr. 47;47.130.318.950.000.000;10.510.492.899.999.900;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;499;537;UW Tobadill;;9221;y;n;n;1555,06
MULTILINESTRING ((435068.363332581 5322593.65530809,434668.722444367 5321103.45789471));156;Krenglbach;41810;4550;Rathausplatz 1;48.053.318.800.000.000;14.128.648.500.000.000;Kollerschlag;41317;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;409;724;UW Kremsmuenster;;9129;y;n;n;1542,85
MULTILINESTRING ((212295.595384161 5242589.81797888,213734.554847775 5243144.58411495));90;Inzing;70319;6401;Kohlstatt 2;47.273.598.999.999.900;11.196.008.700.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;520;603;UW Zirl;;9242;y;n;n;1542,2
MULTILINESTRING ((597902.789918025 5359043.59977499,597502.825522623 5357560.05970812));274;Leobendorf;31216;2100;Stockerauer Stra�e 9;48.376.959.950.000.000;16.322.122.879.999.900;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;131;66;Korneuburg-West;;4221;y;n;n;1536,51
MULTILINESTRING ((335133.001172981 5187952.05867917,333701.575405039 5188461.33135431));33;Dölsach;70707;9991;D�lsach 64;46.824.696.820.000.000;12.838.454.810.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;521;401;UW Debant;;9244;y;n;n;1519,32
MULTILINESTRING ((598828.866037284 5355374.94133452,599292.982268468 5353929.33227447));250;Korneuburg;31213;2100;Hauptplatz 39;48.343.819.000.000.000;16.333.763.699.999.900;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;136;329;WKW Korneuburg;;4226;y;n;n;1518,29
MULTILINESTRING ((353040.68747768 5169345.40993628,352384.666916754 5167981.70410227));13;Dellach;20302;9635;Nr. 65;46.661.539.300.000.000;13.079.051.700.000.000;;;;kaernten-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=kaernten-gemeinden-repro;308;431;UW Wuermlach;;9026;y;n;n;1513,29
MULTILINESTRING ((98885.3881970923 5259039.65426667,97526.0164579335 5259685.02189138));37;;80302;6845;Kaiser-Franz-Josef-Stra�e 4;47.361.527.199.999.900;9.687.387.899.999.990;;;Hohenems;vorarlberg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=vorarlberg-gemeinden-repro;535;571;UW Hohenems;;9259;y;n;n;1504,79
MULTILINESTRING ((256060.844276006 5252206.29579651,255296.10158188 5253496.34637827));32;Buch in Tirol;70905;6220;St. Margarethen 108;47.377.733.100.000.000;11.768.368.400.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;61;615;Achensee KW;;4151;y;n;n;1499,69
MULTILINESTRING ((391573.371056258 5176046.02526134,392500.649589328 5177218.30355647));118;Stockenboi;20723;9714;Zlan Nr. 2;46.729.168.299.999.900;13.580.959.800.000.000;;;;kaernten-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=kaernten-gemeinden-repro;72;418;KW Kamering;;4162;y;n;n;1494,68
MULTILINESTRING ((450895.160248622 5179460.34787446,452242.093530071 5178812.47655603));109;St. Margareten im Rosental;20428;9300;Hauptplatz 1;46.766.886.300.000.000;14.356.892.000.000.000;;;;kaernten-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=kaernten-gemeinden-repro;302;458;UW St. Veit an der Glan;;9020;y;n;n;1494,65
MULTILINESTRING ((227104.918165512 5241006.79407056,227125.907142379 5239513.18902347));89;Innsbruck;70101;6080;Maria-Theresien-Stra�e 18;47.265.711.000.000.000;11.392.373.500.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;503;605;UW Wilten;;9225;y;n;n;1493,75
MULTILINESTRING ((456768.124930492 5320766.04906076,458185.812479161 5321235.85364923));374;Steyregg;41624;4407;Stadtplatz 27;48.038.715.799.999.900;14.420.014.200.000.000;Steinbach am Ziehberg;40919;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;403;667;UW Steyr-Fischhub;;9123;y;n;n;1493,5
MULTILINESTRING ((292952.582873723 5267578.00827092,294381.971382168 5267146.88403327));204;Scheffau am Wilden Kaiser;70524;6351;Dorf 45;47.528.621.600.000.000;12.249.269.300.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;510;631;UW Ellmau;;9232;y;n;n;1492,99
MULTILINESTRING ((112985.157650921 5226389.45783037,114055.79654304 5225360.61848641));89;;80128;6774;Latschaustra�e 1;47.077.389.300.000.000;9.901.560.699.999.990;;;Tschagguns;vorarlberg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=vorarlberg-gemeinden-repro;536;549;UW Tschagguns;;9260;y;n;n;1484,85
MULTILINESTRING ((159934.949567996 5228785.34889408,158561.541079526 5228222.46613413));244;Tobadill;70628;6552;H�fen 38;47.124.723.799.999.900;10.516.184.100.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;499;537;UW Tobadill;;9221;y;n;n;1484,28
MULTILINESTRING ((619966.196144968 5391910.69405971,620039.924449207 5390430.80089906));371;Poysdorf;31644;2170;Josefsplatz 1;48.668.716.300.000.000;16.629.419.200.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;347;305;UW Poysdorf;;9066;y;n;n;1481,73
MULTILINESTRING ((617376.217750293 5370630.9950913,615958.277956301 5370209.69958687));121;Gedersdorf;31310;2191;Kirchenplatz 3;48.477.844.099.999.900;16.588.249.099.999.900;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;391;288;UW Gaweinstal;;9111;y;n;n;1479,2
MULTILINESTRING ((520268.937802831 5250826.56221704,520664.821464932 5252244.29896818));23;Burgau;62206;8600;Koloman-Wallisch-Platz 1;47.410.575.999.999.900;15.268.672.000.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;454;244;UW Bruck an der Mur;;9175;y;n;n;1471,97
MULTILINESTRING ((544750.555618267 5174851.53069698,543889.542729749 5176042.89826));35;Eichkögl;62314;8461;Marktplatz 2;46.725.719.200.000.000;15.585.635.399.999.900;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;31;362;UW Retznei;;4121;y;n;n;1469,93
MULTILINESTRING ((188501.56720428 5241831.19543601,187763.838095164 5240565.55442135));71;Haiming;70202;6433;Siedlungsstra�e 2;47.255.926.750.000.000;10.882.738.549.999.900;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;60;527;UW Westtirol;;4150;y;y;y;1464,95
MULTILINESTRING ((556532.934938419 5215608.80541178,555082.04785786 5215547.86998713));90;Ilz;62271;8200;Pirching 80;47.091.566.450.000.000;15.744.879.200.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;457;200;UW Oststeiermark/Wuenschendorf;;9178;y;n;n;1452,17
MULTILINESTRING ((1050448.24413839 5257306.63051246,1050498.89320454 5258757.27320824));49;Jabing;10930;7503;An der Pinka 18;472.377.618;162.741.755.799.888;;;;;;162;190;UW Suedburgenland/Rotenturm;;4252;y;n;y;1451,53
MULTILINESTRING ((457756.545049226 5190194.89190747,459154.332337634 5189814.46883594));78;Millstatt am See;20620;9341;M�lbling Nr. 16;46.863.952.200.000.000;14.445.756.800.000.000;;;;kaernten-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=kaernten-gemeinden-repro;320;502;UW Treibach;;9038;y;n;n;1448,63
MULTILINESTRING ((533764.385860156 5261405.48540713,532472.802332385 5260755.61119261));106;Kirchberg an der Raab;62382;8653;Hauptstra�e 44;47.505.203.899.999.900;15.448.362.960.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;484;255;UW Kindberg;;9205;y;n;n;1445,86
MULTILINESTRING ((1065116.79042006 5288246.55734715,1063979.95034206 5287358.26684738));100;Oberpullendorf;10816;7304;Hauptstraï¿½e 9ï¿½11;4.750.135.875;165.056.266.769.301;;;;;;288;264;UW Oberpullendorf;;9006;y;n;n;1442,73
MULTILINESTRING ((263748.620321148 5235934.51949364,265177.884365231 5235785.39723567));277;Zellberg;70941;6277;Zellbergeben 31;47.234.357.699.999.900;11.878.682.090.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;62;397;UW Zell am Ziller;;4152;y;y;n;1437,02
MULTILINESTRING ((545467.808561806 5218953.47911817,546724.080398356 5219645.75928251));34;Eibiswald;60345;8302;Kirchplatz 4;47.122.517.500.000.000;15.599.431.800.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;193;234;UW Brodingberg;;4283;y;n;n;1434,39
MULTILINESTRING ((491592.159649304 5265016.06896662,492941.351469147 5265502.6643891));38;Fehring;62378;8790;Mario-Stecher-Platz 1;47.538.513.799.999.900;14.888.280.269.999.900;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;264;659;UW Trofeng;;4038;y;n;n;1434,26
MULTILINESTRING ((479964.645962849 5278084.75789342,481270.068352901 5277495.99376801));119;Langenwang;62116;8931;Kirchenlandl 64;47.655.847.700.000.000;14.733.183.009.999.900;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;92;250;KW Landl;;4182;y;n;n;1432,05
MULTILINESTRING ((452426.075256631 5271124.20712504,451023.479303716 5270840.02897389));10;Ardning;61206;8904;Ardning 250;47.591.783.090.000.000;14.367.216.040.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;481;652;UW Ardning;;9202;y;n;n;1431,09
MULTILINESTRING ((196465.942499893 5209531.24247789,196775.644084501 5210927.99419046));221;Sölden;70220;6450;Gemeindestra�e 1;46.969.713.300.000.000;11.009.509.299.999.900;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;515;601;UW Soelden;;9237;y;n;n;1430,67
